
File Name:      C:\USERS\DUSTIN\DESKTOP\SWEETCORN\LILY\WSMDP2021SH2SUPLSALL.ANL  Predicted Value File
File Date:      Thu Jan 21 00:03:33 2021
Last Update:    Thu Jan 21 00:03:33 2021
File ID:        Exported from Mosaic            Master No:      <none>
Samples:        4465            Deleted:        0
Constituents:   4               No. Data Points:        4200
Moisture Basis  Dry Matter
Samples of Total        4465 of 4465

"Position","Sample Number","AveFructose","AveGlucose","AveSucrose","AveTotalSugar",
1205,"14W31471", 7.1213384, 7.0773177, 24.6313267, 14.1588306,
1206,"14W31547", 8.0136442, 7.7915506, 21.9693279, 7.3961430,
1207,"14W32068", 7.7791424, 7.5234590, 22.8485794, 17.1145897,
1208,"14W32105", 8.2656956, 8.0455761, 21.2290096, 12.9823189,
1209,"14W31517", 8.0651827, 7.8489628, 21.8251820, 13.5063896,
1210,"14W31143", 7.4799590, 7.0514812, 24.0430679, 19.6567059,
1211,"14W32047", 8.1382360, 7.9336200, 21.6146889, 12.4310780,
1212,"14W32339", 8.4656429, 8.2189016, 20.5761719, 10.1317348,
1213,"14W31044-2", 8.3710995, 8.4249458, 21.1373692, 38.9815102,
1214,"14W32235", 8.0213470, 7.8937597, 21.9112930, 16.0570545,
1215,"14W31933", 8.2201309, 8.0396719, 21.3722553, 15.7969875,
1216,"14W31531", 7.1825585, 7.1115465, 24.5783424, 13.6066437,
1217,"14W31516", 7.1632934, 7.1119051, 24.4951077, 11.3297081,
1218,"14W31713", 8.0435572, 7.8708134, 21.8965149, 11.8586617,
1219,"14NY0080-1", 6.6907110, 5.6836138, 27.7579479, 44.9959717,
1220,"14W31708", 7.9144821, 7.7584701, 22.0436249,-1.6579819,
1221,"14W31914", 7.5623093, 7.3092489, 23.4920864, 11.9675446,
1222,"14W31722", 8.2156143, 8.0420952, 21.2668381, 9.2229271,
1223,"14W32128", 8.0963860, 7.9023314, 21.7261047, 13.0667381,
1224,"14W31731", 7.6787181, 7.3291960, 23.4271202, 15.1113644,
1225,"14W31557", 7.8810382, 7.6817718, 22.5085201, 8.7277584,
1226,"14W31850", 8.2671089, 8.0681114, 21.1864319, 11.5871811,
1227,"14W32148", 7.7091236, 7.4427514, 23.0860252, 11.0590839,
1228,"14W31915", 8.0221710, 7.9215956, 21.8429298, 13.4359550,
1229,"14W32454", 7.9470630, 7.7708859, 22.2326012, 10.5558701,
1230,"14W32478", 8.2495461, 8.0409937, 21.1947632, 9.5516586,
1231,"14W30858", 7.8309464, 7.7237186, 22.4302177, 7.2356491,
1232,"14W31826", 7.2345414, 7.2630959, 24.1977367, 12.7617397,
1233,"14W31439", 7.6943874, 7.3887787, 23.1462955, 16.5792961,
1234,"14W31905", 7.6842470, 7.4779091, 23.0029602, 8.7271309,
1235,"14W32243", 8.3329096, 8.0778923, 21.0977097, 14.8124294,
1236,"14W31532", 8.1035671, 7.8346825, 21.8925171, 16.2618523,
1237,"14W31548", 7.8550553, 7.6424551, 22.5164909, 13.6268101,
1238,"14W31707", 7.8176947, 7.6512337, 22.5743065, 8.6094875,
1239,"14W31501", 8.4395618, 8.2122421, 20.6701145, 14.7179604,
1240,"14W31633", 7.8350234, 7.5024424, 22.7680016, 13.3958187,
1241,"14W31516", 7.1791916, 7.1269546, 24.4805794, 6.6181164,
1242,"14W31872", 7.9756289, 7.7099223, 22.1880398, 1.8380814,
1243,"14W32443", 8.1090670, 7.8085160, 21.7199841, 5.5159264,
1244,"14W31431", 7.0544691, 6.9087710, 24.8862171, 11.3097897,
1245,"14W32101", 7.7448568, 7.4240913, 23.0505829, 17.0570965,
1246,"14W32031", 7.5988283, 7.2616343, 23.5527039, 16.1652222,
1247,"14W31679", 8.0741186, 7.9063005, 21.8311462, 15.5476303,
1248,"14NY0527-1", 7.6453347, 7.2257638, 24.0433960, 45.2439995,
1249,"14W32459", 8.6073513, 8.3786612, 20.2248898, 9.8954639,
1250,"14W31441", 8.1150980, 7.8910584, 21.6394806, 10.2775040,
1251,"14W31838", 7.0038671, 6.9506850, 25.0631046, 5.2278671,
1252,"<none>", 7.7943106, 7.7764559, 23.4034386, 119.2244568,
1253,"<none>", 7.7973690, 7.7791038, 23.3926582, 119.9366760,
1254,"<none>", 7.7959495, 7.7746053, 23.3977089, 120.0062256,
1255,"14NY0632-1", 6.9741955, 6.2089505, 26.2445049, 28.9938354,
1256,"14NY0486-1", 8.6552744, 8.4733896, 20.5167694, 39.0352936,
1257,"14NY0691-1", 8.5888824, 8.4159517, 20.7069206, 37.5833206,
1258,"14NY0748-1", 7.4031191, 6.9292850, 24.9457455, 38.2978172,
1259,"14NY0483-1", 7.2641439, 6.3787994, 25.5996723, 43.8792801,
1260,"14NY0583-1", 6.9843798, 5.9216719, 26.6823483, 43.0350952,
1261,"14NY0334-1", 7.9340692, 7.6131892, 22.8510723, 35.3486900,
1262,"14NY0781-1", 8.3735151, 7.9619627, 21.6019173, 29.7500687,
1263,"14NY0758-2", 6.7972164, 5.8646536, 27.0353870, 36.2602348,
1264,"14NY0552-2", 7.8148255, 7.5554180, 23.2058220, 31.3201008,
1265,"14NY0760-2", 7.7754607, 7.3528934, 23.5654125, 43.2138748,
1266,"14NY0792-1", 7.4285049, 6.9166470, 24.8838940, 38.3327599,
1267,"14NY0060-1", 7.6215458, 7.5169020, 23.7526798, 46.3282394,
1268,"14NY0714-1", 8.0372725, 7.2611222, 22.7849007, 29.2850742,
1269,"14NY0213-2", 7.4321895, 7.5592966, 23.9291267, 24.6695881,
1270,"14NY0668-2", 7.3312478, 6.8391337, 25.1558685, 42.6480064,
1271,"14NY0715-2", 6.6789608, 5.5821724, 27.6908321, 42.5289268,
1272,"14NY0668-1", 7.3920846, 7.0260906, 24.7741642, 43.5055771,
1273,"14NY0073-2", 7.4611688, 7.0007744, 24.5163097, 31.8673820,
1274,"14NY0565-1", 7.9010210, 7.8545628, 22.6666431, 33.6138763,
1275,"14NY0784-2", 7.5893884, 7.1313615, 24.1351604, 36.8784561,
1276,"14NY0576-2", 8.4934645, 8.2386904, 21.1299381, 44.0705261,
1277,"14NY0162-1", 7.7631631, 7.2165833, 23.8576660, 38.4278259,
1278,"14NY0078-1", 7.6386566, 7.3176131, 24.0137062, 46.8012238,
1279,"14NY0722-2", 7.8438058, 7.4857411, 23.2933350, 41.6643791,
1280,"14NY0758-1", 7.4492893, 6.9548769, 24.8824005, 37.5540276,
1281,"14NY0565-2", 7.7660723, 7.5030060, 23.3127651, 30.9197807,
1282,"14NY0584-2", 8.3414192, 8.2529516, 21.3621006, 36.6075668,
1283,"14NY0566-1", 7.3927684, 7.0084109, 24.7516212, 43.0662766,
1284,"14NY0540-2", 7.4950461, 7.3520412, 23.9426746, 22.0882587,
1285,"14NY0239-2", 7.5137997, 7.3754416, 24.1461601, 43.9634171,
1286,"14NY0614-2", 7.6888199, 7.0753961, 24.0865288, 38.5116920,
1287,"14NY0608-1", 7.6011877, 7.2283959, 24.0237007, 22.8843117,
1288,"14NY0745-2", 7.8878198, 7.6693025, 22.8790245, 36.7794495,
1289,"14NY0768-1", 8.6842499, 8.4601736, 20.4615383, 37.6783676,
1290,"14NY0576-1", 7.7613368, 7.2340808, 23.8152065, 43.9753113,
1291,"14NY0745-1", 7.6332378, 7.2834463, 23.8732166, 33.4615211,
1292,"14NY0689-2", 8.1598349, 7.8324237, 22.2384720, 45.1287384,
1293,"14NY0621-1", 6.7003412, 5.6768055, 27.4074020, 42.2800407,
1294,"14NY0760-1", 7.6550760, 7.1951556, 24.0165596, 42.5250244,
1295,"14NY0823-2", 7.4763279, 7.3199487, 24.1198463, 28.3271179,
1296,"14NY0620-2", 7.5408659, 7.1771097, 24.3022919, 35.1626434,
1297,"14NY0051-1", 7.0193191, 6.3704290, 26.2294769, 40.1269875,
1298,"14NY0473-2", 7.7079277, 6.9936709, 23.8675442, 32.6156082,
1299,"14NY0023-2", 6.7689896, 5.7133951, 27.3266754, 36.6701698,
1300,"14NY0269-2", 7.1437635, 6.0651917, 26.2420502, 37.4307480,
1301,"14NY0486-2", 8.2233629, 7.9089837, 22.0601997, 42.2106133,
1302,"14NY0023-1", 7.0091333, 6.1104527, 26.3511887, 37.7283020,
1303,"14NY0157-2", 7.0816736, 6.0102568, 26.3840332, 33.8779869,
1304,"14NY0156-1", 7.4958243, 7.0960484, 24.3224888, 36.1711426,
1305,"14NY0608-2", 6.9616132, 6.2144136, 26.3690186, 30.7281990,
1306,"14NY0277-1", 7.2303796, 6.5225120, 25.4268608, 34.8833733,
1307,"14NY0118-2", 7.0044761, 6.1977215, 26.3379803, 31.5049114,
1308,"14NY0006-2", 6.9174128, 6.0311403, 26.8964310, 44.0861855,
1309,"14NY0329-2", 7.7192659, 7.0113578, 23.8286667, 32.7406616,
1310,"14NY0749-1", 7.2915201, 6.7556515, 25.1094856, 34.5024147,
1311,"14NY081-1", 7.1222548, 6.1966763, 26.1782780, 38.6529655,
1312,"14NY0081-1", 7.1224895, 6.1972866, 26.1761112, 38.6540871,
1313,"14NY0210-1", 7.4194484, 7.0341015, 24.6067009, 39.1056023,
1314,"14NY0118-1", 6.8179445, 5.9032917, 27.0291443, 31.1860390,
1315,"14NY0323-2", 6.8896565, 6.0689325, 26.6781769, 39.7291832,
1316,"<none>", 7.7959971, 7.7916932, 23.3794804, 119.5296326,
1317,"14NY0566-2", 6.7841873, 5.7875810, 27.3307228, 39.0752068,
1318,"14NY0096-1", 7.3074713, 6.4268875, 25.3922215, 38.7644348,
1319,"14NY0345-2", 6.9791136, 6.1978068, 26.3186340, 29.1153870,
1320,"14NY0722-1", 6.9088306, 5.8845544, 27.1086445, 47.3323975,
1321,"14NY0027-1", 7.2296853, 6.3711329, 25.5354271, 30.0675125,
1322,"14NY0308-1", 6.7329273, 5.6443338, 27.5781231, 38.1739616,
1323,"14NY0292-1", 6.7562852, 5.7381864, 27.3663292, 38.9990425,
1324,"14NY0737-1", 6.7704859, 5.8349791, 27.2381592, 35.8008041,
1325,"14NY0835-1", 7.3284588, 6.6926451, 25.2112961, 42.2700195,
1326,"14NY0540-1", 7.0579219, 6.4578156, 25.7914047, 26.4579926,
1327,"14NY0277-2", 6.7686553, 5.8351707, 27.2364578, 38.4988060,
1328,"14NY0325-2", 6.5433378, 5.3840628, 28.2000408, 46.0725555,
1329,"14NY0625-1", 7.5949230, 6.9483910, 24.3020287, 21.7023106,
1330,"14NY0671-1", 6.6708698, 5.6264095, 27.6325836, 36.3634491,
1331,"14NY0346-2", 7.6948347, 7.1490793, 23.9218292, 36.2680893,
1332,"14NY0039", 7.0730181, 6.2368202, 26.3871498, 42.8045731,
1333,"14NY0213-1", 6.7276654, 5.8035197, 27.2407360, 31.6015186,
1334,"14NY0329-1", 8.2360535, 7.7371111, 22.0484943, 34.3958321,
1335,"14NY0300-2", 7.6173553, 6.9101615, 24.2358894, 38.5813293,
1336,"14NY0678-2", 6.9639831, 5.9199429, 26.6371078, 37.0122795,
1337,"14NY0235-1", 6.9423704, 5.8832521, 26.7488594, 34.8469467,
1338,"14NY0729-1", 6.6859169, 5.6275921, 27.5727119, 41.2686081,
1339,"14NY0625-2", 7.1324039, 6.1230764, 26.0379715, 34.6813202,
1340,"14NY0284-1", 7.1712108, 6.4137297, 25.9262161, 34.1794319,
1341,"14NY0029-2", 7.8153944, 7.6341090, 23.2915936, 44.7864151,
1342,"14NY0737-2", 6.8201747, 5.8894877, 27.0177593, 33.7980843,
1343,"14NY0295-1", 6.9545960, 6.0899539, 26.5541515, 36.4192886,
1344,"14NY0255-1", 6.8405266, 5.8909540, 27.0607796, 36.3390198,
1345,"14NY0715-1", 6.6793079, 5.5610933, 27.6904869, 38.9095497,
1346,"14NY0142-1", 6.6407495, 5.4871778, 27.9182148, 41.7600861,
1347,"14NY0611-1", 6.9098964, 5.7786059, 27.0975285, 41.8391724,
1348,"14NY0632-2", 6.9695663, 6.2388396, 26.3154907, 34.5946579,
1349,"14NY0729-2", 6.6041589, 5.4486361, 28.0815926, 41.8559570,
1350,"14NY0239-1", 7.4962807, 7.1791840, 24.4006596, 42.2762833,
1351,"14NY0344-2", 6.6511459, 5.5914726, 27.7524490, 52.5982056,
1352,"14NY0294-1", 6.6710968, 5.6261334, 27.6316166, 34.5185699,
1353,"14NY0575-2", 7.0249915, 6.0290914, 26.4820728, 39.6332512,
1354,"14NY0078", 7.6527719, 7.4047551, 23.8945827, 45.8999519,
1355,"14NY0029", 7.5050144, 7.1099162, 24.4194527, 44.8475876,
1356,"14NY0678-1", 7.0462723, 6.0085568, 26.5023632, 36.0396614,
1357,"14NY0627-2", 6.6878977, 5.6437101, 27.5961380, 43.2485771,
1358,"14NY0639-2", 6.8010411, 5.8693371, 27.0505276, 33.1333618,
1359,"14NY0558-2", 6.6702490, 5.5486908, 27.6496620, 36.4457588,
1360,"14NY0295-2", 6.8946886, 5.9531350, 26.8892403, 38.6891251,
1361,"14NY0578", 7.3658147, 7.0445166, 24.7341309, 42.6205368,
1362,"14NY0221-1", 6.8563194, 6.0149970, 26.8628197, 34.2340508,
1363,"14NY0649-2", 7.2879744, 6.7917976, 25.0507431, 33.9129868,
1364,"14NY0011", 6.8755760, 5.8301950, 27.0276089, 45.7110596,
1365,"14NY0321-1", 6.9863591, 5.8916154, 26.6133900, 36.5702057,
1366,"14NY0271-2", 7.4732108, 6.6798501, 24.7001324, 34.1732941,
1367,"14NY0206-2", 6.8420568, 5.8348627, 27.1488323, 41.2537689,
1368,"14NY0294-2", 6.5860605, 5.4823751, 28.0676594, 38.0301895,
1369,"14NY0747-1", 6.9332995, 6.0193939, 26.7242222, 35.7122574,
1370,"14NY0714-2", 6.9096560, 5.7098956, 26.9194031, 37.7309265,
1371,"14NY0344-1", 6.5304489, 5.2710247, 28.4274273, 46.1233063,
1372,"14NY0754-2", 6.6799865, 5.7083955, 27.5199757, 36.7189407,
1373,"14NY0748-2", 6.6353288, 5.5393209, 27.9791641, 41.2799835,
1374,"14NY0096-2", 7.1021976, 6.0933828, 26.2742176, 37.3001900,
1375,"14NY0611-2", 7.1158142, 6.1073117, 26.2984543, 41.1852570,
1376,"14NY0634-1", 6.6076779, 5.4125762, 28.1235600, 43.5689659,
1377,"14NY0321-2", 7.3240180, 6.3598194, 25.3881035, 34.4222946,
1378,"14NY0250-1", 7.5176277, 6.7563829, 24.5073757, 25.1228771,
1379,"14NY0757-2", 7.5785432, 6.7169170, 24.3891277, 33.7151260,
1380,"14NY0345-1", 7.3000088, 6.8939691, 24.8683968, 26.7810917,
1381,"14NY0639-1", 6.7411227, 5.7474041, 27.3469849, 34.3981628,
1382,"14NY0753-2", 7.6992960, 6.9112177, 24.0800991, 33.9206734,
1383,"14NY0627-1", 6.5129347, 5.2672472, 28.5097256, 44.6465378,
1384,"14NY0122-2", 7.4685197, 6.6282721, 24.8565235, 34.8634186,
1385,"14NY0271-1", 7.4153728, 6.5449710, 25.0662727, 33.2039261,
1386,"14NY0338-1", 7.2635264, 6.9255452, 25.0300617, 34.5865440,
1387,"14NY0703-2", 7.1668944, 6.2212582, 25.9184265, 35.2575836,
1388,"14NY0621-2", 6.8455400, 5.8959365, 26.9176273, 39.0062523,
1389,"14NY0600-2", 7.2117672, 6.2643385, 25.8192768, 38.2686539,
1390,"14NY0585-1", 7.2561827, 6.7453456, 25.2116680, 33.3546143,
1391,"14NY0301-2", 7.3433523, 6.4417129, 25.3735886, 34.6271744,
1392,"14NY0649-1", 7.3089652, 6.7501340, 25.0308495, 32.1346931,
1393,"14NY0784-1", 7.3798203, 6.8168969, 24.9260387, 38.1290932,
1394,"14NY0117-2", 7.3848553, 6.5363007, 25.0737019, 33.8589516,
1395,"14NY0221-2", 7.0428705, 6.3160133, 26.0667095, 32.6265869,
1396,"14NY0162-2", 6.9506707, 5.8516564, 26.8594646, 38.5408630,
1397,"14NY0250-2", 7.5477009, 6.7703757, 24.5213451, 25.9039383,
1398,"14NY0671-2", 6.8854494, 5.9444399, 26.8376007, 31.5488205,
1399,"14NY0757-1", 7.5409303, 6.6585855, 24.6449547, 31.9374313,
1400,"14NY0323-1", 6.7359705, 5.6967826, 27.4523506, 38.1400604,
1401,"14NY0292-2", 6.5246882, 5.2948980, 28.4146709, 44.0200729,
1402,"14NY0077-2", 6.9504228, 5.9686384, 26.7738724, 40.4554558,
1403,"14NY0301-1", 7.3290868, 6.4645367, 25.2661495, 35.0803986,
1404,"14NY0156-2", 7.4177208, 7.0022473, 24.6267319, 35.1161804,
1405,"14NY0552-1", 6.6676188, 5.6302814, 27.6595478, 33.4972191,
1406,"14NY0585-2", 7.1845493, 6.7547317, 25.3010731, 32.5657768,
1407,"14NY0122-1", 7.9556479, 7.4309316, 22.9508247, 32.1719513,
1408,"14NY0206-1", 6.8646646, 5.8914075, 27.0733032, 41.9057922,
1409,"14NY0689-1", 7.0368514, 6.0394926, 26.4385433, 40.0898666,
1410,"14NY0184-1", 6.6824751, 5.6797018, 27.5319767, 36.2364807,
1411,"14NY0269-1", 8.5381565, 8.0688362, 21.1263809, 34.1850204,
1412,"14NY0300-1", 6.9578571, 5.9538398, 26.7829666, 40.4844055,
1413,"14NY0117-1", 7.8703933, 7.2763491, 23.2916069, 33.1197701,
1414,"14NY0284-2", 6.5750575, 5.4435277, 28.1049767, 48.5696678,
1415,"14NY0461", 8.0148697, 8.0307837, 22.1717815, 24.3434029,
1416,"14NY0226-2", 6.8025918, 5.7613158, 27.1872635, 35.0247421,
1417,"14NY0077-1", 6.8879123, 5.8495374, 27.0513172, 39.4325943,
1418,"14NY0200-2", 7.2595224, 6.3119969, 25.6993370, 36.0272560,
1419,"14NY0210-2", 7.2955689, 6.7218814, 25.2250557, 40.0001564,
1420,"14NY0250-1", 8.2938528, 7.8426590, 21.5688267, 13.5731468,
1421,"14NY0606", 8.1342344, 7.9611702, 22.1043949, 43.5162392,
1422,"14NY0157-1", 6.9061379, 5.7527080, 27.0931320, 39.7493095,
1423,"14NY0754-1", 6.6451368, 5.5201335, 27.7881870, 37.0515289,
1424,"14NY0483-2", 7.0817814, 6.1838980, 26.2232437, 36.3543739,
1425,"14NY0313-2", 6.8260221, 5.8697209, 27.0385742, 36.9175797,
1426,"14NY0330-2", 7.2201939, 6.2726188, 25.7047539, 38.7499542,
1427,"14NY0600-1", 7.0051661, 5.9783850, 26.6271515, 39.4014359,
1428,"14NY0089-2", 6.9481945, 5.8602033, 26.9124985, 39.8060112,
1429,"14NY0768-2", 7.3639321, 6.4677625, 25.1664619, 37.8708344,
1430,"14NY0792-2", 6.8931494, 6.0833993, 26.6470852, 38.4895935,
1431,"14NY0338-2", 6.6184163, 5.4762082, 27.8468113, 37.8987503,
1432,"14NY0703-1", 7.2970996, 6.4003835, 25.4036789, 37.4589882,
1433,"14NY0142-2", 6.6373110, 5.4889812, 27.9945927, 42.3630486,
1434,"14NY0250-2", 8.1278419, 7.6200690, 22.1538944, 13.1499290,
1435,"14NY0200-1", 7.2416840, 6.3409743, 25.6859837, 33.4714813,
1436,"14NY0308-2", 6.6121922, 5.4531150, 28.0596828, 42.6224937,
1437,"14NY0081-2", 7.5847974, 6.9181290, 24.2937775, 35.2659531,
1438,"14NY0753-1", 7.4022884, 6.5134425, 25.0895271, 32.5793266,
1439,"14NY0027-2", 6.9228821, 5.9324217, 26.7294464, 37.4452705,
1440,"14NY0575-1", 7.2103167, 6.3221903, 25.7060642, 37.5253143,
1441,"14NY0226-1", 6.6295581, 5.4992857, 28.0436687, 41.0531044,
1442,"14NY0235-2", 6.9547920, 5.9276123, 26.7243347, 36.3193283,
1443,"14NY0330-1", 7.0110588, 5.9539380, 26.6418743, 39.6646538,
1444,"14NY0584-1", 7.0028663, 6.0134072, 26.6251221, 39.8530960,
1445,"14NY0198-2", 7.9532337, 7.2334909, 23.1344910, 37.5647621,
1446,"14NY0089-1", 7.4269900, 6.6779299, 25.0190105, 41.2661819,
1447,"14NY0322-2", 6.8749557, 5.6851215, 27.1870041, 40.4608040,
1448,"14NY0325-1", 6.5797262, 5.4396305, 28.0731049, 43.6075363,
1449,"14NY0680-1", 7.2442861, 6.3390989, 25.5791454, 34.8573265,
1450,"14NY0346-2", 7.3584180, 6.4093218, 25.1505299, 29.8547783,
1451,"14NY0225-2", 6.7673450, 5.7296252, 27.3605156, 37.5284081,
1452,"14NY0255-2", 6.7671270, 5.7329106, 27.3549728, 37.5119400,
1453,"14NY0526", 6.6350188, 5.5291467, 28.0730610, 46.9146233,
1454,"<none>", 7.7972465, 7.7822719, 23.3907299, 119.0738983,
1455,"<none>", 7.7954197, 7.7993240, 23.3693104, 119.3413239,
1456,"<none>", 7.7957997, 7.7804089, 23.3889809, 119.1496277,
1457,"14NY0873", 7.3484201, 6.7423553, 25.1800194, 38.2926483,
1458,"14NY0873-1", 7.3493919, 6.7415009, 25.1764984, 38.2353401,
1459,"14NY0053-2", 7.6564283, 7.1489043, 23.9245205, 31.9377174,
1460,"14NY0640-2", 7.3421755, 6.6869798, 24.8583946, 25.1208076,
1461,"14NY0517", 7.4604087, 6.9193068, 24.7031345, 46.1333008,
1462,"14NY0741-1", 8.4865160, 8.3042021, 20.7790260, 28.1217537,
1463,"14NY0468", 7.7996402, 7.2345614, 23.7033195, 39.7184067,
1464,"14NY0652-1", 8.0886106, 7.8070455, 22.2034321, 31.8456268,
1465,"14NY0843-1", 8.3155098, 8.0105600, 21.6589260, 40.5989494,
1466,"14NY0838-2", 7.3206182, 6.8312640, 24.9538517, 34.5164871,
1467,"14NY0706-1", 8.1499624, 7.7816081, 22.2494087, 34.9896545,
1468,"14NY0595-2", 8.2130394, 8.0107889, 21.7378731, 30.4359398,
1469,"14NY0035", 7.2459760, 6.4153409, 25.7474041, 43.7071495,
1470,"14NY0524-2", 8.4589119, 8.2668867, 20.8678627, 27.6426811,
1471,"14NY0865-1", 7.3850827, 7.0571833, 24.6374302, 37.4629898,
1472,"14NY0660-1", 7.5153542, 7.3025846, 24.1398945, 45.3059273,
1473,"14NY0441-1", 8.2974892, 8.0631170, 21.5610447, 34.9709129,
1474,"14NY0424-2", 8.4326019, 8.1076307, 21.1511555, 32.8542290,
1475,"14NY0761-1", 7.4580379, 7.3223243, 24.1403542, 39.7566643,
1476,"14NY0739-2", 8.1134081, 8.0176945, 22.1190300, 38.4720688,
1477,"14NY0866-1", 8.0626221, 7.7388029, 22.4325886, 37.8283653,
1478,"14NY0866-1", 8.0790958, 7.8890748, 22.1647530, 32.1286507,
1479,"14NY0513-2", 8.3290205, 8.0154028, 21.4999847, 29.0317268,
1480,"14NY0674-2", 8.1508808, 7.7555680, 22.1906013, 32.9567451,
1481,"14NY0589-1", 7.2376518, 6.6285696, 25.2536736, 33.4259529,
1482,"14NY0340-1", 8.1451254, 7.7512813, 22.2649441, 35.6614075,
1483,"14NY0808-2", 7.4783745, 6.8474379, 24.7565689, 40.0005302,
1484,"14NY0372-1", 7.3498521, 6.9697976, 24.8113060, 35.0923271,
1485,"14NY0549-2", 8.1589327, 7.7360573, 22.1405563, 30.6830807,
1486,"14NY0563-1", 7.9688272, 7.5542016, 22.7757797, 30.3726025,
1487,"14NY0605-1", 8.0387526, 7.6627951, 22.5126495, 32.9581680,
1488,"14NY0324-2", 7.2526646, 6.6142168, 25.4293022, 34.6880188,
1489,"14NY0819-2", 7.3821802, 6.6895227, 24.9235306, 41.2077904,
1490,"14NY0824-2", 7.9702010, 7.8161373, 22.5348797, 36.8301582,
1491,"14NY0454", 7.5964198, 7.3407617, 23.8568115, 33.7980194,
1492,"14NY0707-2", 7.4120617, 7.2705021, 24.3414154, 36.2642174,
1493,"14NY0638-2", 7.6778393, 7.1057372, 23.9530354, 35.2723007,
1494,"14NY0676-1", 7.4194970, 7.3458004, 24.0801487, 29.0090313,
1495,"14NY0776-1", 7.2989435, 7.1739058, 24.6360912, 39.1819038,
1496,"14NY0853-2", 7.3905778, 7.4456840, 24.1811924, 38.1167412,
1497,"14NY0624-1", 7.9860172, 7.7103314, 22.5666771, 32.5334854,
1498,"14NY0869-1", 8.1071901, 7.7400656, 22.2839966, 35.7865295,
1499,"14NY0770-1", 7.7264142, 7.2166862, 23.7077160, 33.1897049,
1500,"14NY0721-2", 7.7798553, 7.3072205, 23.6441059, 39.2143440,
1501,"14NY0716-2", 7.2454467, 6.4633026, 25.4885216, 41.1467857,
1502,"14NY0719-2", 8.4002094, 8.0962286, 21.1754208, 31.8649712,
1503,"14NY0508", 7.5735655, 7.3521314, 23.8179798, 20.1945610,
1504,"15NY0752", 8.2072029, 7.5878520, 22.0790615, 32.5273285,
1505,"15NY0840", 6.9692063, 6.1341138, 26.1912403, 29.8720665,
1506,"14NY0838-1", 7.3075538, 6.7216334, 25.0726414, 33.8356781,
1507,"14NY0212-1", 8.1150723, 7.7047954, 22.3767624, 33.2806625,
1508,"14NY0256-2", 7.6295533, 7.1095567, 24.0416393, 32.8217468,
1509,"14NY0205*2", 7.3927474, 7.3294988, 24.2545719, 37.3475113,
1510,"14NY0205-2", 7.3931394, 7.3256512, 24.2555656, 36.9951248,
1511,"14NY0287-2", 8.0230207, 7.7045393, 22.3793240, 22.6607361,
1512,"14NY0774-1", 7.9361300, 7.5000324, 23.0225830, 34.5385895,
1513,"14NY0685-1", 8.6054697, 8.3864422, 20.5237675, 33.2734222,
1514,"14NY0829-2", 8.2667007, 8.0386591, 21.7757130, 43.4271393,
1515,"14NY0818-1", 8.0492191, 7.6329050, 22.5792179, 32.0499191,
1516,"14NY0860-2", 7.4324007, 7.1399245, 24.4247398, 36.3472328,
1517,"14NY0660-2", 7.4362302, 7.1279159, 24.4947720, 44.0871773,
1518,"14NY0759-2", 8.3770208, 8.2204342, 21.3348866, 35.2911186,
1519,"14NY0631-1", 8.0619946, 7.5167046, 22.8286819, 35.7663422,
1520,"<none>", 7.7992749, 7.8009357, 23.3674450, 119.5278320,
1521,"<none>", 7.8005214, 7.7845087, 23.3820648, 119.6122437,
1522,"<none>", 7.7927375, 7.7857332, 23.3939877, 118.6360016,
1523,"14NY0230-1", 7.7468314, 7.2380705, 23.7291889, 36.6648979,
1524,"14NY0651-2", 8.3879309, 8.2071905, 21.2848110, 34.7074928,
1525,"14NY0655-1", 7.3731432, 6.6400380, 25.0373383, 43.3984337,
1526,"14NY0481-1", 8.3936710, 8.2622881, 21.1389656, 30.3821869,
1527,"14NY0619-1", 7.6473389, 7.0629935, 24.0705833, 35.0764275,
1528,"14NY0727-1", 7.6604276, 7.1870065, 23.7886295, 31.6758804,
1529,"14NY0332-2", 7.3466434, 7.2985401, 24.5218620, 47.1647720,
1530,"14NY0187-2", 7.4000788, 7.3829322, 24.0695820, 32.4319458,
1531,"14NY0008-1", 7.9942822, 7.5731697, 22.7983418, 33.0578766,
1532,"14NY0622-1", 8.2293043, 7.9631834, 21.7500076, 32.6250343,
1533,"14NY0704-1", 7.8206635, 7.3584266, 23.3777828, 34.6999969,
1534,"14NY0637-1", 8.6394892, 8.4478979, 20.3945198, 30.1038246,
1535,"14NY0854-2", 7.6492639, 7.1145711, 23.9290619, 37.1916466,
1536,"14NY0423-2", 7.6451235, 7.3157215, 23.8123360, 32.6152840,
1537,"14NY0217-1", 7.5119801, 7.4047403, 23.9862595, 41.7121010,
1538,"14NY0798-1", 7.7611127, 7.3126712, 23.7741089, 48.0454407,
1539,"14NY0569-2", 8.4435253, 8.2111235, 21.1363754, 32.9237213,
1540,"14NY0476-2", 8.0521383, 7.6850886, 22.4541988, 29.2633171,
1541,"14NY0523-1", 8.1058550, 7.9316716, 22.0465698, 30.3438148,
1542,"14NY0567-1", 7.6182737, 7.5733809, 23.4497910, 29.9778442,
1543,"14NY0842-2", 7.7066951, 7.3194661, 23.6963940, 35.0817032,
1544,"14NY0441-2", 8.1856384, 7.8479319, 22.0532532, 32.6970367,
